id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
7248,I,1.075,0.8125,0.275,10.73028575,4.7910655,2.79242575,2.83495,8.0
7249,F,1.5875,1.275,0.4,32.6869735,13.7495075,7.9662095,10.489315,11.0
7250,I,1.3,1.0,0.3,15.26620575,7.29999625,3.4869885,4.53592,8.0
7251,F,0.875,0.6625,0.2375,6.56290925,2.50893075,1.31825175,1.984465,7.0
7252,I,1.175,0.8375,0.25,12.6722265,6.13766675,3.005047,3.231843,7.0
7253,M,1.625,1.275,0.4625,45.68521925,21.61649375,10.78698475,11.5382465,10.0
7254,M,1.425,1.1125,0.3875,23.756881,9.695529,5.839997,6.80388,13.0
7255,F,1.425,1.0625,0.3875,22.29688175,9.59630575,4.89028875,7.2291225,9.0
7256,M,1.7,1.3625,0.4,39.405805,20.05727125,8.448151,8.3631025,9.0
7257,M,1.5625,1.2,0.375,34.40211825,17.8885345,6.33611325,8.50485,9.0
7258,I,1.2625,0.95,0.2875,18.07280625,8.3064035,3.78465825,4.9611625,9.0
7259,F,1.325,1.0625,0.325,21.58814425,9.76640275,4.876114,5.5281525,11.0
7260,F,1.4,1.125,0.4125,27.1871705,9.62465525,3.98310475,8.6465975,21.0
7261,F,1.5625,1.2,0.425,37.761534,14.061352,7.6827145,13.4660125,21.0
7262,F,1.5,1.2,0.3875,29.8520235,12.0485375,6.1518415,9.4970825,11.0
7263,M,1.1625,0.925,0.2625,14.571643,6.73300625,3.67126025,5.2446575,12.0
7264,I,0.8625,0.6375,0.1625,5.6982495,1.74349425,0.7654365,1.530873,6.0
7265,M,1.275,0.9625,0.35,21.6873675,6.973977,4.83358975,5.23048275,9.0
7266,F,1.525,1.25,0.4125,36.04638925,12.7289255,8.34892775,9.7805775,13.0
7267,M,1.5125,1.2125,0.4125,29.9654215,10.2908685,7.087375,8.50485,19.0
7268,M,1.5375,1.1875,0.4125,29.83784875,15.03940975,6.78970525,8.50485,10.0
7269,F,1.275,1.0,0.3125,18.44134975,8.561549,4.082328,4.819415,8.0
7270,F,1.6375,1.225,0.4375,39.859397,19.504456,8.3064035,10.77281,9.0
7271,M,1.575,1.2625,0.475,37.0527965,15.2803805,7.824462,12.11941125,13.0
7272,M,1.5,1.2375,0.4375,35.50774875,15.77649675,8.5898985,9.922325,11.0
7273,M,1.2625,1.025,0.375,21.72989175,8.3631025,4.4508715,6.70465675,12.0
7274,I,0.9,0.675,0.2375,6.123492,2.59397925,1.5592225,1.5592225,6.0
7275,I,1.1,0.8625,0.25,11.55242125,4.29494925,2.65067825,3.33106625,7.0
7276,I,0.9375,0.7,0.225,6.1518415,3.118445,1.70097,2.551455,7.0
7277,M,1.5125,1.1875,0.4375,27.5273645,11.623295,6.59125875,8.845044,11.0
7278,I,1.0125,0.775,0.25,9.65300475,3.231843,1.8994165,2.83495,8.0
7279,I,1.35,1.0625,0.325,21.035329,9.99319875,5.0745605,5.10291,10.0
7280,F,1.6,1.2375,0.4625,36.457457,16.82542825,8.164656,9.4970825,10.0
7281,M,1.55,1.1875,0.45,37.9032815,17.2648455,9.695529,9.922325,13.0
7282,M,1.3,1.0625,0.3125,17.56251525,7.9095105,3.78465825,4.1106775,7.0
7283,F,1.4125,1.1,0.375,24.607366,10.829509,5.953395,6.9456275,10.0
7284,I,1.2,0.9,0.3,15.8473705,7.200773,3.69960975,3.5436875,8.0
7285,M,1.0375,0.7875,0.25,9.8372765,3.98310475,1.80019325,3.118445,10.0
7286,M,0.975,0.775,0.2625,7.9095105,2.62232875,1.63009625,2.4097075,10.0
7287,I,0.95,0.7375,0.2125,7.75358825,3.13261975,1.871067,2.26796,6.0
7288,M,1.575,1.225,0.4375,31.638042,14.72756525,7.0023265,8.788345,13.0
7289,M,1.325,1.025,0.4125,24.56484175,9.25611175,4.32329875,7.7961125,10.0
7290,F,1.5125,1.175,0.4125,31.9498865,9.99319875,7.6827145,9.922325,15.0
7291,F,1.1875,0.8875,0.2875,14.17475,6.10931725,3.2034935,4.3941725,10.0
7292,I,1.3125,1.0,0.35,21.58814425,9.07184,5.34388075,5.8116475,11.0
7293,F,1.5,1.175,0.4,28.8314415,11.056305,6.293589,8.221355,12.0
7294,F,1.4625,1.1375,0.4375,31.18445,11.43902325,6.4920355,9.02931575,13.0
7295,M,1.55,1.1875,0.4375,31.9498865,10.9712565,7.24329725,9.4970825,13.0
7296,M,1.5125,1.225,0.45,44.9906565,19.66037825,9.53960675,11.1980525,15.0
7297,I,1.3125,0.9875,0.3,18.01610725,8.37727725,3.685435,5.5281525,8.0
7298,I,0.6875,0.5125,0.1625,2.26796,0.97805775,0.396893,0.75126175,6.0
7299,M,1.4,1.0625,0.375,26.7902775,13.79203175,5.783298,7.087375,9.0
7300,F,1.5125,1.225,0.4,31.9498865,15.35125425,5.5281525,8.221355,10.0
7301,M,1.5375,1.2,0.4125,35.67784575,17.67591325,7.35669525,9.59630575,9.0
7302,M,1.4,1.0625,0.35,23.79940525,7.47009325,5.54232725,7.7961125,15.0
7303,I,0.8375,0.625,0.2,4.91863825,1.871067,1.48834875,1.63009625,6.0
7304,F,1.8375,1.475,0.5125,63.389482,25.95396725,13.79203175,17.0097,19.0
7305,I,0.725,0.525,0.1625,3.16096925,1.360776,0.63786375,0.63786375,5.0
7306,I,1.1875,0.9375,0.3,16.91047675,7.257472,3.6570855,4.876114,8.0
7307,M,1.45,1.1125,0.325,24.2388225,11.15552825,5.40057975,6.80388,10.0
7308,F,1.35,1.0125,0.375,20.96445525,9.51125725,4.40834725,6.0951425,9.0
7309,I,1.525,1.1,0.3125,22.89222125,10.489315,4.57844425,5.613201,9.0
7310,I,0.7,0.5625,0.1875,3.30271675,1.60174675,0.75126175,0.9922325,5.0
7311,F,1.6375,1.475,0.5125,40.9083285,16.4143605,7.47009325,12.757275,18.0
7312,F,1.6125,1.3,0.4125,38.00250475,16.953001,6.13766675,10.035723,11.0
7313,F,1.4375,1.125,0.325,24.9192105,10.6877615,4.49339575,6.39281225,9.0
7314,I,0.875,0.675,0.2375,6.30776375,2.6365035,1.26155275,1.8427175,5.0
7315,I,1.25,1.025,0.3,14.8834875,6.7755305,3.6570855,4.3941725,7.0
7316,F,1.55,1.225,0.4125,31.411246,13.93377925,6.47786075,8.6465975,10.0
7317,M,1.8125,1.4375,0.4875,56.1603595,26.26581175,11.283101,16.91047675,10.0
7318,F,1.325,1.0625,0.3625,21.58814425,6.633783,5.3580555,6.27941425,9.0
7319,I,1.325,1.075,0.3625,19.74542675,8.71747125,3.72795925,6.23689,10.0
7320,M,1.3875,1.0875,0.3625,29.41260625,11.679994,5.48562825,7.93786,12.0
7321,M,1.55,1.1625,0.3875,26.63435525,12.40290625,5.9250455,7.2291225,11.0
7322,I,1.125,0.8875,0.3,13.99047825,5.59902625,2.79242575,3.5436875,9.0
7323,M,1.3375,1.0625,0.375,24.22464775,12.6155275,4.4508715,4.6776675,9.0
7324,I,0.7875,0.575,0.175,4.082328,1.2757275,0.94970825,1.2757275,6.0
7325,I,1.225,0.975,0.3375,17.236496,6.81805475,3.9405805,5.17378375,17.0
7326,F,1.25,0.9625,0.4125,19.85882475,8.618248,3.6570855,7.1157245,11.0
7327,I,0.6375,0.4875,0.15,2.608154,1.304077,0.56699,0.7087375,5.0
7328,F,1.3125,1.0375,0.3625,20.28406725,8.97261675,4.37999775,7.654365,16.0
7329,I,1.375,1.0,0.3125,20.87940675,9.31281075,4.139027,5.953395,9.0
7330,I,1.025,0.7875,0.2625,9.19941275,4.63514325,1.45999925,2.83495,8.0
7331,F,1.3,1.0,0.3625,18.69649525,7.52679225,4.3941725,5.2446575,9.0
7332,M,1.6125,1.2,0.4375,35.22425375,16.2442635,7.01650125,11.056305,14.0
7333,M,1.4375,1.125,0.4125,22.792998,7.69688925,5.20213325,9.07184,12.0
7334,I,1.0,0.7875,0.25,9.19941275,4.0539785,2.08368825,2.494756,7.0
7335,I,0.5375,0.4125,0.1375,1.54504775,0.83631025,0.35436875,0.56699,5.0
7336,M,1.8375,1.425,0.5,53.6089045,25.24522975,11.90679,11.4815475,11.0
7337,F,1.4,1.0625,0.3125,21.44639675,9.355335,3.98310475,5.953395,8.0
7338,M,1.1,0.8625,0.3125,13.11164375,5.74077375,2.87747425,3.96893,9.0
7339,M,1.375,1.0875,0.375,22.12678475,8.94426725,4.52174525,6.23689,9.0
7340,M,1.4875,1.15,0.4,30.43318825,14.75591475,7.64019025,8.6465975,10.0
7341,M,1.6375,1.3,0.425,43.02036625,19.6462035,9.3836845,11.7650425,11.0
7342,M,1.775,1.375,0.5125,51.5110415,27.53998575,13.19669225,12.2186345,10.0
7343,F,1.6375,1.35,0.475,42.51007525,16.8112535,8.43397625,12.2186345,14.0
7344,I,1.1,0.875,0.3,12.68640125,5.4714535,2.96252275,3.685435,7.0
7345,F,1.625,1.25,0.45,38.14425225,17.81766075,8.9300925,10.489315,9.0
7346,F,1.25,0.975,0.3375,16.42853525,6.81805475,3.75630875,5.0178615,12.0
7347,M,1.1625,0.875,0.2875,13.05494475,6.25106475,2.9199985,3.685435,7.0
7348,I,0.6875,0.5125,0.1625,2.8632995,0.97805775,0.396893,0.7087375,5.0
7349,M,1.575,1.275,0.425,36.72677725,16.896302,8.63242275,8.9300925,10.0
7350,I,0.9625,0.7,0.2125,8.674947,3.44446425,1.9561155,2.551455,6.0
7351,I,0.8125,0.6125,0.2125,4.97533725,2.11203775,1.06310625,1.8427175,5.0
7352,I,0.8125,0.6125,0.1875,4.12485225,1.71514475,0.680388,1.2757275,5.0
7353,F,1.5,1.2125,0.3375,29.9654215,12.79979925,7.55514175,8.9300925,9.0
7354,M,1.5,1.175,0.3875,31.18445,15.2803805,6.22271525,7.93786,8.0
7355,F,1.45,1.15,0.375,25.27357925,10.262519,5.783298,7.087375,9.0
7356,F,1.4125,1.1,0.3375,27.5840635,11.38232425,6.16601625,7.2291225,11.0
7357,I,0.75,0.55,0.1875,3.81300775,1.6159215,0.75126175,0.9922325,5.0
7358,M,1.6125,1.3125,0.4375,42.2124055,20.0430965,7.3992195,11.4815475,10.0
7359,F,1.4375,1.125,0.375,26.40755925,9.87980075,6.59125875,7.2291225,13.0
7360,I,1.3,0.9625,0.3,16.68368075,9.07184,3.10427025,4.66349275,7.0
7361,F,1.575,1.25,0.4375,39.179009,15.43630275,9.00096625,11.056305,14.0
7362,M,1.375,1.0375,0.375,24.79163775,9.6104805,5.556502,7.087375,10.0
7363,M,1.3125,1.0375,0.3125,19.37688325,8.83086925,4.1106775,5.0178615,8.0
7364,M,1.375,1.0875,0.3625,23.71435675,9.87980075,5.40057975,7.087375,13.0
7365,F,1.1375,0.875,0.35,22.8213475,8.561549,4.74854125,6.6621325,10.0
7366,M,1.525,1.1625,0.35,27.669112,8.46232575,6.76135575,8.3631025,17.0
7367,I,0.3875,0.2625,0.1,0.5953395,0.21262125,0.1417475,0.1417475,7.0
7368,F,1.55,1.25,0.45,32.545226,12.99824575,6.67630725,10.489315,11.0
7369,I,1.1375,0.875,0.3,14.0330025,6.5487345,2.8066005,4.1106775,9.0
7370,F,1.4375,1.0625,0.35,24.1821235,11.35397475,5.99591925,6.80388,9.0
7371,M,1.45,1.15,0.3375,23.68600725,9.19941275,5.00368675,7.3425205,10.0
7372,F,1.675,1.25,0.475,40.86580425,18.01610725,9.00096625,10.20582,12.0
7373,M,1.225,0.925,0.3,14.81261375,6.6054335,3.6003865,3.8271825,7.0
7374,I,0.9625,0.725,0.25,7.087375,3.1467945,1.85689225,2.11203775,8.0
7375,M,1.55,1.3,0.4625,36.61337925,12.40290625,8.2497045,11.90679,16.0
7376,F,1.375,1.0625,0.3375,21.27629975,8.34892775,4.66349275,6.9456275,10.0
7377,M,1.4375,1.125,0.4,25.67047225,11.12717875,5.91087075,8.3631025,9.0
7378,F,1.5875,1.2625,0.45,36.570855,16.08834125,8.0229085,8.9300925,12.0
7379,I,0.825,0.6,0.1875,4.309124,1.6726205,0.86465975,1.2757275,6.0
7380,M,1.5125,1.175,0.3875,33.6508565,14.685041,6.3219385,9.63883,13.0
7381,I,1.325,1.0625,0.325,22.12678475,10.432616,4.86193925,5.10291,8.0
7382,F,1.625,1.2625,0.375,38.00250475,16.3576615,9.241937,10.0640725,10.0
7383,I,1.1,0.85,0.275,12.43125575,5.896696,2.42388225,3.40194,8.0
7384,I,0.9875,0.775,0.225,7.55514175,3.92640575,1.8427175,2.1829115,7.0
7385,F,1.6875,1.3125,0.5125,38.215126,15.49300175,7.38504475,13.60776,12.0
7386,M,1.5875,1.275,0.425,38.71124225,18.41300025,7.35669525,10.489315,12.0
7387,M,1.3125,1.025,0.35,21.41804725,8.845044,4.32329875,6.80388,10.0
7388,F,1.2625,1.05,0.4375,27.499015,11.4248485,5.8683465,8.3631025,15.0
7389,I,1.3125,0.9625,0.3625,17.36406875,5.6699,4.025629,6.520385,13.0
7390,I,0.6625,0.525,0.175,2.99087225,14.0330025,0.623689,0.94970825,6.0
7391,M,1.55,1.225,0.4375,37.761534,15.3370795,7.767763,13.324265,14.0
7392,I,1.0875,0.8125,0.25,10.19164525,5.74077375,1.8427175,3.118445,6.0
7393,I,1.3125,1.025,0.3,17.5483405,7.597666,4.3374735,5.00368675,8.0
7394,F,1.175,0.9375,0.325,16.42853525,6.0951425,3.72795925,5.2446575,9.0
7395,F,1.65,1.2375,0.4375,36.627554,17.8885345,8.15048125,9.4970825,9.0
7396,I,0.6125,0.475,0.175,2.2963095,0.737087,0.69456275,0.7087375,5.0
7397,F,1.5,1.15,0.425,29.1149365,12.133586,6.1518415,8.50485,10.0
7398,I,1.075,0.8375,0.275,11.226402,5.03203625,2.26796,2.9766975,7.0
7399,F,1.55,1.1875,0.4125,29.07241225,12.643877,7.78193775,7.7961125,8.0
7400,F,1.1875,0.9375,0.275,13.93377925,5.4147545,2.39553275,4.3941725,7.0
7401,M,1.5875,1.275,0.4125,37.32211675,15.762322,8.391452,10.489315,10.0
7402,M,1.6125,1.25,0.4125,37.0527965,14.288148,6.76135575,12.3320325,15.0
7403,F,1.65,1.3125,0.4125,39.7743485,16.9246515,8.57572375,11.90679,18.0
7404,F,1.575,1.2125,0.4625,37.32211675,15.46465225,7.9095105,10.0640725,10.0
7405,M,1.725,1.2875,0.4625,41.4753185,17.22232125,8.901743,12.20445975,13.0
7406,F,1.7875,1.3875,0.4625,43.1762885,19.561155,8.83086925,12.40290625,11.0
7407,M,1.6375,1.25,0.475,36.61337925,16.5277585,8.63242275,10.489315,11.0
7408,I,0.9375,0.7125,0.225,6.23689,3.01922175,1.43164975,2.1262125,6.0
7409,M,1.375,1.1,0.3625,24.777463,10.44679075,5.93922025,6.80388,11.0
7410,M,1.275,1.0,0.3125,16.40018575,7.29999625,3.75630875,4.819415,7.0
7411,M,1.175,0.8875,0.3,13.53688625,4.309124,3.96893,4.252425,10.0
7412,F,1.4125,1.125,0.3625,26.43590875,12.1619355,5.046211,7.37087,10.0
7413,F,1.275,0.9875,0.325,16.23008875,6.973977,3.231843,5.8683465,14.0
7414,I,0.7875,0.575,0.175,3.6003865,1.474174,0.89300925,1.1056305,6.0
7415,M,1.375,1.075,0.425,23.79940525,8.03708325,5.40057975,8.9300925,18.0
7416,M,1.4,1.1,0.3625,26.09571475,11.35397475,6.3786375,7.654365,12.0
7417,I,0.8125,0.6,0.1875,4.876114,1.63009625,1.1623295,1.70097,7.0
7418,F,1.6125,1.2375,0.4625,38.00250475,17.93105875,7.89533575,10.0640725,12.0
7419,M,1.625,1.25,0.425,35.62114675,19.17843675,7.52679225,9.2135875,8.0
7420,I,0.8125,0.6,0.1875,4.20990075,1.99863975,1.077281,1.2757275,5.0
7421,M,1.4625,1.0625,0.4625,25.2027055,11.18387775,6.22271525,7.2291225,10.0
7422,M,1.5625,1.25,0.4375,30.34813975,11.8784405,6.95980225,10.20582,14.0
7423,M,1.5375,1.1875,0.3875,28.44872325,14.2597985,6.2085405,7.83863675,10.0
7424,I,0.95,0.725,0.225,7.9662095,3.33106625,1.6159215,2.1262125,7.0
7425,F,1.25,0.9625,0.3,17.463292,7.10154975,4.63514325,5.5281525,10.0
7426,F,1.375,1.0625,0.4125,23.09066775,9.07184,4.77689075,6.9456275,10.0
7427,M,1.5875,1.3125,0.3875,32.72949775,12.757275,6.010094,9.7805775,15.0
7428,F,1.4375,1.1,0.3875,24.79163775,13.08329425,5.06038575,6.520385,9.0
7429,F,1.275,1.0,0.3375,19.1359125,7.92368525,4.32329875,5.6699,14.0
7430,F,1.55,1.2125,0.425,35.0116325,12.7289255,6.95980225,9.355335,17.0
7431,M,1.4375,1.175,0.3875,27.22969475,10.75863525,5.9250455,7.2291225,10.0
7432,F,1.8,1.375,0.5375,49.5265765,23.09066775,11.49572225,16.0174675,11.0
7433,F,1.4625,1.125,0.3875,29.8520235,13.65028425,6.1518415,7.5126175,9.0
7434,I,0.9625,0.725,0.225,7.92368525,3.458639,1.65844575,2.26796,7.0
7435,M,1.7375,1.325,0.5,50.6605565,23.6151335,9.525432,12.3887315,11.0
7436,I,1.1,0.85,0.3,14.628342,7.3992195,3.118445,3.40194,6.0
7437,M,1.55,1.2125,0.4375,35.777069,15.03940975,8.0229085,11.623295,15.0
7438,I,1.175,0.9375,0.3,14.41572075,5.9817445,3.24601775,4.6776675,7.0
7439,F,1.6625,1.3125,0.4625,42.48172575,14.47241975,9.68135425,12.0485375,13.0
7440,I,1.1625,0.9,0.3125,14.8834875,6.16601625,2.26796,4.15320175,9.0
7441,I,1.425,1.1125,0.3125,24.50814275,11.94931425,5.06038575,5.2446575,8.0
7442,I,0.5375,0.375,0.1,1.09145575,0.32601925,0.1417475,0.170097,3.0
7443,M,1.375,1.025,0.325,20.2131935,8.3631025,4.63514325,6.9456275,9.0
7444,F,1.45,1.125,0.3625,26.29416125,11.8217415,5.8683465,7.0590255,10.0
7445,I,1.0375,0.775,0.25,8.23552975,3.69960975,1.8994165,2.551455,8.0
7446,I,0.875,0.65,0.225,5.06038575,2.42388225,1.40330025,1.5592225,6.0
7447,I,0.9625,0.725,0.2375,8.9300925,3.40194,1.587572,2.1829115,7.0
7448,I,0.9125,0.7375,0.2375,7.9095105,3.50116325,1.417475,2.1262125,9.0
7449,I,0.9625,0.7,0.25,7.087375,3.41611475,1.74349425,2.324659,6.0
7450,M,1.475,1.125,0.3875,27.88173325,12.23280925,4.4508715,7.5126175,11.0
7451,M,1.2,0.925,0.3125,16.54193325,6.13766675,3.7137845,4.3941725,10.0
7452,M,1.3125,0.95,0.3375,16.40018575,7.86698625,4.40834725,5.386405,8.0
7453,I,0.75,0.575,0.175,3.5436875,1.304077,0.66621325,0.9922325,9.0
7454,I,1.4,1.025,0.375,23.85610425,10.149121,5.216308,5.216308,10.0
7455,F,1.15,0.925,0.35,17.56251525,7.0590255,3.4869885,5.5281525,11.0
7456,M,0.9,0.675,0.2125,5.10291,2.59397925,1.37495075,1.5592225,7.0
7457,M,1.4875,1.2,0.3875,29.029888,13.834556,6.2085405,8.50485,11.0
7458,F,1.6125,1.3,0.4875,46.606578,19.1359125,9.8372765,12.11941125,10.0
7459,F,1.2,0.975,0.325,15.762322,6.4920355,3.27436725,4.762716,8.0
7460,F,1.1875,0.9125,0.2875,14.3731965,6.8322295,2.93417325,4.3941725,9.0
7461,F,1.1,0.875,0.3,13.79203175,6.0951425,2.84912475,4.1106775,6.0
7462,F,1.525,1.2125,0.325,26.08154,11.8784405,6.180191,7.37087,9.0
7463,F,1.375,1.025,0.35,24.67823975,11.60912025,4.8477645,6.0384435,9.0
7464,M,1.475,1.15,0.3625,25.684647,10.5176645,6.2085405,8.221355,10.0
7465,I,1.2625,0.9875,0.3,15.6205745,7.0590255,3.01922175,4.5642695,8.0
7466,M,1.5125,1.15,0.375,29.18581025,12.79979925,7.41339425,8.6465975,11.0
7467,F,1.775,1.4,0.4625,47.18774275,24.664065,10.50348975,12.757275,10.0
7468,F,1.4375,1.0875,0.4,31.25532375,12.74310025,6.67630725,9.7805775,10.0
7469,M,1.225,0.975,0.3375,17.90270925,7.69688925,4.01145425,5.386405,10.0
7470,M,1.5375,1.2375,0.4,36.27318525,16.48523425,8.00873375,9.525432,11.0
7471,M,1.4375,1.1375,0.3875,27.4139665,11.793392,6.2652395,7.7961125,12.0
7472,I,0.875,0.675,0.225,6.39281225,3.13261975,1.77184375,1.984465,6.0
7473,I,0.7875,0.575,0.1875,3.64291075,1.2190285,0.8788345,1.13398,5.0
7474,M,1.2875,0.9625,0.3125,16.40018575,8.09378225,4.025629,4.9611625,8.0
7475,M,1.3125,1.0,0.3125,20.2698925,9.87980075,4.01145425,5.953395,9.0
7476,I,0.7375,0.55,0.2,3.86970675,1.63009625,0.80796075,1.13398,5.0
7477,I,0.6125,0.45,0.1625,2.2396105,0.963883,0.396893,0.60951425,4.0
7478,M,1.7,1.375,0.4625,47.62716,21.36134825,9.11436425,12.20445975,11.0
7479,I,0.9625,0.75,0.275,8.901743,3.58621175,1.70097,2.83495,8.0
7480,F,1.525,1.1625,0.4125,30.03629525,14.401546,6.577084,6.80388,11.0
7481,M,1.725,1.2625,0.4375,47.18774275,16.31513725,10.4609655,12.8990225,12.0
7482,M,1.5,1.2125,0.4375,31.978236,14.5432935,6.577084,8.50485,12.0
7483,M,1.6,1.25,0.425,36.85435,17.1514475,8.34892775,8.9300925,10.0
7484,I,1.1875,0.925,0.3125,15.83319575,7.9095105,3.061746,3.685435,6.0
7485,I,1.375,1.0625,0.375,22.12678475,9.70970375,4.6209685,5.8116475,12.0
7486,F,1.525,1.2,0.4125,33.38153625,15.1102835,7.78193775,9.68135425,10.0
7487,F,1.35,1.0625,0.3375,20.76600875,8.97261675,4.989512,6.690482,10.0
7488,M,1.4375,1.1,0.375,27.0737725,13.7495075,6.010094,6.23689,9.0
7489,I,0.6375,0.4625,0.175,2.26796,0.737087,0.52446575,0.7087375,5.0
7490,M,1.5625,1.225,0.35,28.76056775,13.9196045,6.010094,8.1363065,11.0
7491,F,1.625,1.3125,0.4,31.19862475,14.35902175,7.38504475,9.19941275,8.0
7492,M,1.625,1.2625,0.475,36.230661,12.927372,8.71747125,10.5176645,19.0
7493,M,1.675,1.3125,0.4875,38.51279575,17.13727275,8.8166945,11.0846545,11.0
7494,I,1.25,0.9625,0.2875,16.82542825,6.56290925,3.685435,4.97533725,10.0
7495,M,1.3625,1.025,0.3375,24.2388225,11.69416875,5.556502,7.5126175,8.0
7496,I,0.9375,0.7125,0.2125,6.0384435,2.31048425,1.54504775,1.984465,7.0
7497,I,0.3875,0.25,0.125,0.49611625,0.21262125,0.12757275,0.1417475,5.0
7498,F,1.3375,1.025,0.3625,26.308336,11.453198,5.556502,8.06543275,8.0
7499,M,1.6875,1.3125,0.425,41.39027,17.2081465,9.015141,10.3475675,9.0
7500,I,0.9875,0.7625,0.2375,9.73805325,4.20990075,2.25378525,2.6932025,7.0
7501,F,1.7625,1.4125,0.425,50.2636635,22.69377475,9.015141,12.0485375,12.0
7502,F,1.4,1.1,0.3875,26.09571475,11.35397475,6.90310325,7.654365,11.0
7503,F,1.5625,1.225,0.4125,33.8776525,14.27397325,7.95203475,8.9300925,11.0
7504,F,1.25,0.9625,0.3,18.313777,8.09378225,3.75630875,4.9611625,11.0
7505,I,1.3125,1.0,0.3125,17.463292,8.3064035,3.98310475,4.40834725,8.0
7506,F,1.7,1.3375,0.5,50.6605565,16.51358375,9.17106325,15.1669825,17.0
7507,M,1.5625,1.2,0.4125,31.56716825,14.72756525,7.64019025,8.6465975,11.0
7508,F,1.45,1.1625,0.3875,24.153774,10.4609655,5.1312595,7.35669525,11.0
7509,I,1.0125,0.75,0.225,7.98038425,3.2601925,1.7293195,2.4097075,6.0
7510,M,1.4375,1.1,0.3875,27.5840635,13.42348825,4.86193925,7.5126175,11.0
7511,F,1.2625,0.9625,0.3375,17.6617385,6.7188315,4.01145425,5.046211,12.0
7512,I,1.275,1.0,0.325,16.54193325,6.5487345,3.55786225,5.6699,12.0
7513,I,1.125,0.8375,0.2875,12.360382,5.51397775,2.65067825,3.2601925,7.0
7514,F,1.475,1.1375,0.4,24.94756,11.35397475,6.0951425,6.80388,8.0
7515,I,1.0125,0.775,0.225,8.845044,3.912231,1.51669825,2.36718325,7.0
7516,M,1.2375,0.9375,0.3125,15.29455525,7.0590255,3.13261975,4.252425,8.0
7517,M,1.3375,1.075,0.375,20.97863,7.69688925,4.5075705,6.3786375,12.0
7518,F,1.25,0.95,0.3,17.7751365,8.1930055,3.2601925,4.6776675,9.0
7519,F,1.425,1.125,0.375,24.777463,9.4970825,4.97533725,6.8889285,12.0
7520,F,1.3875,1.0875,0.4125,25.27357925,9.7805775,5.783298,7.087375,19.0
7521,I,1.1875,0.9,0.3125,12.51630425,5.273007,3.0333965,4.1106775,8.0
7522,I,1.075,0.8125,0.3125,12.68640125,6.577084,2.664853,3.40194,7.0
7523,F,1.7625,1.375,0.425,43.6298805,19.0225145,11.0279555,12.190285,11.0
7524,F,1.5125,1.175,0.4375,25.51455,9.36950975,5.8683465,8.788345,10.0
7525,F,1.7,1.375,0.5,49.781722,15.762322,11.0279555,18.8524175,17.0
7526,M,1.6125,1.25,0.475,36.7693015,16.37183625,6.5487345,11.056305,14.0
7527,M,1.6125,1.25,0.5375,37.71900975,12.40290625,6.59125875,13.891255,24.0
7528,I,1.025,0.7625,0.25,9.02931575,3.50116325,2.324659,2.6932025,7.0
7529,F,1.525,1.225,0.4125,35.25260325,14.92601175,7.89533575,9.355335,10.0
7530,M,1.4125,1.125,0.3375,20.0997955,7.3992195,4.0539785,6.27941425,12.0
7531,F,1.475,1.125,0.3625,26.32251075,10.56018875,5.85417175,7.72523875,11.0
7532,I,1.025,0.775,0.25,9.4970825,4.63514325,1.8427175,2.5231055,7.0
7533,F,1.3375,1.0875,0.3625,20.19901875,9.6104805,4.309124,5.046211,9.0
7534,I,0.95,0.7,0.225,6.39281225,2.381358,1.3891255,1.70097,6.0
7535,F,1.3625,1.075,0.3875,21.58814425,9.17106325,4.479221,6.23689,9.0
7536,M,1.425,1.1,0.425,24.7491135,12.82814875,4.63514325,6.9456275,10.0
7537,M,1.0,0.7875,0.275,8.66077225,3.86970675,1.70097,2.4097075,9.0
7538,I,1.4625,1.175,0.375,24.7491135,11.113004,6.22271525,6.80388,10.0
7539,M,1.2125,0.9375,0.3125,15.40795325,6.973977,3.04757125,4.6776675,10.0
7540,M,1.6375,1.2625,0.4,35.4652245,16.54193325,8.164656,9.5537815,9.0
7541,I,1.0125,0.7625,0.275,9.19941275,4.7910655,2.36718325,2.6365035,7.0
7542,M,1.3875,1.0625,0.3875,22.963095,7.9662095,4.37999775,7.12989925,17.0
7543,F,1.7125,1.3625,0.4375,49.5265765,21.98503725,10.16329575,17.349894,20.0
7544,M,1.575,1.2375,0.3625,31.127751,13.48018725,8.221355,8.50485,13.0
7545,I,0.975,0.725,0.275,6.917278,2.83495,1.63009625,2.324659,6.0
7546,M,1.775,1.45,0.5,61.3766675,33.18308975,13.380964,14.458245,11.0
7547,I,1.1875,0.925,0.275,14.1464005,6.520385,2.721552,4.3941725,8.0
7548,I,1.05,0.8625,0.2625,11.92096475,4.6776675,2.2963095,3.685435,8.0
7549,M,1.7,1.375,0.5,52.219779,18.0586315,11.60912025,17.7184375,21.0
7550,M,1.2625,0.975,0.3625,16.782904,7.81028725,3.75630875,5.386405,8.0
7551,I,0.825,0.6375,0.2,5.11708475,2.3530085,1.09145575,1.5592225,6.0
7552,M,1.4,1.075,0.35,20.7234845,9.2135875,5.216308,6.3219385,8.0
7553,F,1.55,1.275,0.4375,37.03862175,19.391058,8.731646,9.4970825,9.0
7554,F,1.4125,1.125,0.375,23.48756075,11.75086775,5.783298,6.6621325,9.0
